index,Company,TypeName,inches,screensize,resolution_width,resolution_height,ppi,touchscreen,ips_panel,cpu_brand,cpu_core,cpu_speed,ram,primary_storage_size,primary_storage_type,secondary_storage_size,secondary_storage_type,gpu_brand,OpSys,weight,price,screen_type
380,HP,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,3.4,63457,FHD
381,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,128,SSD,0,None,Intel,no os,1.9,21499,FHD
382,Asus,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.3,88178,FHD
383,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,1.5,58555,FHD
384,Asus,Ultrabook,13.3,small,1920,1080,166,1,0,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.1,93181,FHD
385,Lenovo,Ultrabook,14,medium,2560,1440,210,0,1,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.1,121585,QHD
386,Lenovo,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i3,2.4,4,128,SSD,0,None,Intel,windows,1.5,29251,FHD
387,Dell,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.6,8,500,HDD,0,None,AMD,windows,2.2,72940,FHD
388,Dell,Workstation,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Nvidia,windows,2,113753,FHD
389,Lenovo,2 in 1 Convertible,14,medium,2560,1440,210,1,0,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.4,133680,QHD
390,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,windows,3,55358,FHD
391,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,3,84769,FHD
392,Acer,Notebook,15.6,medium,1366,768,100,0,1,Intel,Core i5,1.6,12,1024,HDD,0,None,Nvidia,windows,2.2,36976,HD
393,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,2.7,71875,FHD
394,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,AMD,linux,2.3,41498,FHD
395,HP,Ultrabook,15.6,medium,1920,1080,141,0,0,AMD,A9-Series 9420,3,4,256,SSD,0,None,AMD,windows,1.9,26587,FHD
396,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,1.8,8,256,SSD,0,None,AMD,windows,2.1,65511,FHD
397,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.9,49977,FHD
398,Dell,Workstation,15.6,medium,3840,2160,282,1,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,1.8,144495,UHD
399,Lenovo,Ultrabook,14,medium,2560,1440,210,0,1,Intel,Core i7,2.7,16,1024,SSD,0,None,Intel,windows,1.1,139860,QHD
400,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.1,4,1024,HDD,0,None,Intel,windows,2.2,16304,HD
401,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.9,81465,FHD
402,Lenovo,Notebook,25.6,large,1920,1080,86,0,1,Intel,Core i5,1.6,8,256,SSD,1024,HDD,AMD,windows,2.1,60979,FHD
403,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,linux,2.5,46833,FHD
404,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.8,119827,FHD
405,Asus,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.1,99793,FHD
406,Toshiba,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i7,2.5,16,512,SSD,0,None,Intel,windows,1.2,93080,FHD
407,Dell,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.8,8,512,SSD,0,None,Intel,windows,1.4,89510,FHD
408,Lenovo,Notebook,35.6,large,1920,1080,62,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,windows,2.2,21792,FHD
409,Lenovo,Notebook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.2,16221,HD
410,Lenovo,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,512,SSD,0,None,Nvidia,windows,2.7,102564,FHD
411,Lenovo,Ultrabook,14,medium,2560,1440,210,0,1,Intel,Core i7,2.8,8,512,SSD,0,None,Nvidia,windows,1.7,103523,QHD
412,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,windows,2.1,24988,FHD
413,Acer,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i7,2.5,8,256,SSD,0,None,Intel,windows,1.6,42039,FHD
414,Asus,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.3,49444,FHD
415,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,256,SSD,0,None,AMD,linux,2.3,31909,FHD
416,Dell,Notebook,13.3,small,1366,768,118,0,0,Intel,Core i3,2,4,128,SSD,0,None,Intel,windows,1.7,36710,HD
417,HP,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.5,8,256,SSD,0,None,Intel,windows,1.4,79920,FHD
418,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,windows,2.1,28769,HD
419,Lenovo,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,1.8,8,256,SSD,0,None,AMD,windows,1.8,64755,FHD
420,Lenovo,2 in 1 Convertible,15.6,medium,3840,2160,282,1,1,Intel,Core i7,2.8,16,512,SSD,0,None,Nvidia,windows,2,101179,UHD
421,Chuwi,Notebook,12.3,small,2736,1824,267,0,1,Intel,Celeron Quad,1.1,6,64,Flash,0,None,Intel,windows,1.4,23923,UHD
422,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.9,8,256,SSD,0,None,Intel,windows,2.3,76031,FHD
423,Asus,Notebook,35.6,large,1920,1080,62,0,0,Intel,Core i3,2.4,8,1024,HDD,0,None,Nvidia,linux,2.3,31808,FHD
424,Dell,Gaming,27.3,large,2560,1440,108,0,1,Intel,Core i7,2.9,16,256,SSD,1024,HDD,Nvidia,windows,4.4,149131,QHD
425,Dell,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.6,61752,FHD
426,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,8,256,SSD,2048,HDD,AMD,windows,2,60867,FHD
427,Dell,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Intel,linux,1.6,58555,FHD
428,HP,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,12,256,SSD,1024,HDD,Nvidia,windows,3.4,106507,FHD
429,Mediacom,2 in 1 Convertible,11.6,small,1920,1080,190,1,1,Intel,Celeron Dual,1.1,4,32,SSD,0,None,Intel,windows,1.2,15931,FHD
430,Samsung,Netbook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.6,4,16,Flash,0,None,Intel,other,1.2,14332,HD
431,Lenovo,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,53813,FHD
432,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i3,2.7,4,128,SSD,0,None,Intel,windows,1.7,31915,FHD
433,Lenovo,Workstation,15.6,medium,3840,2160,282,0,1,Intel,Core i7,2.8,16,512,SSD,0,None,Nvidia,windows,2.3,130270,UHD
434,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.9,16,512,SSD,0,None,Nvidia,windows,2.5,130483,FHD
435,Asus,Gaming,17.3,large,1920,1080,127,0,0,AMD,Ryzen 1600,3.2,8,256,SSD,1024,HDD,AMD,windows,3.2,90310,FHD
436,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.6,4,500,HDD,0,None,Intel,windows,2.1,18488,HD
437,Google,Ultrabook,12.3,small,2400,1600,235,1,0,Intel,Core i7,1.3,16,512,SSD,0,None,Intel,other,1.1,117163,QHD
438,Lenovo,Ultrabook,24,large,2560,1440,122,0,0,Intel,Core i7,2.7,24,512,SSD,0,None,Intel,windows,1.3,126913,QHD
439,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,256,SSD,0,None,Intel,linux,2,29784,FHD
440,Lenovo,Notebook,17.3,large,1600,900,106,0,0,AMD,A6-Series 9220,2.5,8,1024,HDD,0,None,AMD,windows,2.8,27652,FHD
441,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,4,256,SSD,0,None,AMD,windows,2.2,39907,FHD
442,Lenovo,Ultrabook,12.5,small,1920,1080,176,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.4,76137,FHD
443,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Pentium Quad,1.1,4,128,SSD,0,None,Intel,windows,2.2,18595,FHD
444,HP,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.2,58555,FHD
445,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.8,8,256,SSD,0,None,Nvidia,windows,1.6,62817,FHD
446,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,linux,2.4,23539,HD
447,Dell,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Xeon E3-1505M,3,8,64,Flash,1024,HDD,Nvidia,windows,2.2,106187,FHD
448,MSI,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.2,54758,FHD
449,Microsoft,Ultrabook,13.5,medium,2256,1504,201,1,0,Intel,Core i7,2.5,16,512,SSD,0,None,Intel,windows,1.3,137942,QHD
450,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,128,SSD,0,None,Intel,windows,1.9,31382,HD
451,Dell,Workstation,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.7,16,256,SSD,0,None,Nvidia,windows,2.2,105228,FHD
452,HP,Workstation,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.9,8,512,SSD,0,None,Intel,windows,2.3,81732,FHD
453,Lenovo,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.7,71662,FHD
454,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,8,128,SSD,1024,HDD,AMD,windows,2.4,52161,FHD
455,Dell,2 in 1 Convertible,11.6,small,1366,768,135,1,0,Intel,Pentium Quad,1.6,4,500,HDD,0,None,Intel,windows,1.5,25521,HD
456,Dell,Notebook,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.7,8,1024,HDD,0,None,Nvidia,windows,4.4,109011,FHD
457,Microsoft,Ultrabook,13.5,medium,2256,1504,201,1,0,Intel,Core M,2.2,4,128,SSD,0,None,Intel,windows,1.3,52694,QHD
458,Microsoft,Ultrabook,33.5,large,2256,1504,81,1,0,Intel,Core i7,2.5,8,256,SSD,0,None,Intel,windows,1.3,95851,QHD
459,HP,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i3,2,8,256,SSD,0,None,Intel,windows,2.5,34094,FHD
460,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Nvidia,windows,2.2,28984,FHD
461,Acer,Netbook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.6,4,128,SSD,0,None,Intel,windows,1.4,23177,HD
462,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,windows,2.4,39907,FHD
463,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.7,8,512,SSD,0,None,AMD,no os,1.5,42571,FHD
464,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.9,8,256,SSD,0,None,Nvidia,windows,2.7,111355,FHD
465,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.1,4,500,HDD,0,None,Intel,windows,2,16197,HD
466,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,500,HDD,0,None,Nvidia,windows,2.2,24988,HD
467,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,8,2048,HDD,0,None,AMD,windows,2,40440,FHD
468,HP,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,12,1024,HDD,0,None,Nvidia,windows,3.8,90523,FHD
469,Lenovo,Ultrabook,14,medium,2560,1440,210,0,1,Intel,Core i7,2.6,12,256,SSD,0,None,Intel,windows,1.4,98994,QHD
470,HP,2 in 1 Convertible,13.3,small,3840,2160,331,1,1,Intel,Core i7,1.8,8,512,SSD,0,None,Intel,windows,1.3,106507,UHD
471,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,500,HDD,0,None,AMD,windows,1.9,61485,FHD
472,Google,Ultrabook,12.3,small,2400,1600,235,1,0,Intel,Core i5,1.2,8,128,SSD,0,None,Intel,other,1.1,67932,QHD
473,Dell,Ultrabook,13.3,small,1920,1080,166,1,0,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,1.4,98134,FHD
474,Asus,Notebook,15.6,medium,3840,2160,282,0,1,Intel,Core i7,2.6,12,128,SSD,1024,HDD,Intel,windows,2.1,69211,UHD
475,Dell,Notebook,14,medium,1366,768,112,0,0,Intel,Core i3,2.3,8,128,SSD,0,None,Intel,windows,1.8,39427,HD
477,Lenovo,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,8,180,SSD,0,None,Intel,windows,1.7,72674,FHD
479,Toshiba,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.1,89084,FHD
480,Dell,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,1.8,8,512,SSD,0,None,Nvidia,windows,2.2,67239,FHD
481,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2.4,4,1024,HDD,0,None,Intel,windows,2.2,31254,HD
482,HP,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i5,1.6,4,128,SSD,0,None,Intel,windows,1.5,38681,FHD
483,Chuwi,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Atom x5-Z8350,1.4,4,64,Flash,0,None,Intel,windows,1.9,13261,FHD
484,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,128,SSD,0,None,Intel,windows,2.3,30103,HD
485,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,1.8,55891,FHD
486,Dell,Workstation,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.7,16,512,SSD,0,None,Nvidia,windows,2.2,124569,FHD
487,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,512,SSD,0,None,Nvidia,windows,2.1,101179,FHD
488,Lenovo,Ultrabook,12.5,small,1920,1080,176,0,1,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,1.4,95797,FHD
489,Asus,Ultrabook,12.5,small,1920,1080,176,0,0,Intel,Core i7,2.7,16,512,SSD,0,None,Intel,windows,0.9,103896,FHD
490,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.3,53919,FHD
491,Toshiba,Ultrabook,13.3,small,1920,1080,166,1,0,Intel,Core i7,2.7,32,512,SSD,0,None,Intel,windows,1.1,149131,FHD
492,Asus,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2,71928,FHD
493,Acer,Notebook,15.6,medium,1366,768,100,0,0,AMD,A10-Series 9620P,2.5,8,1024,HDD,0,None,AMD,windows,2.2,30849,HD
494,Asus,Gaming,17.3,large,1920,1080,127,1,1,Intel,Core i7,2.6,24,256,SSD,1024,HDD,Nvidia,windows,4.3,67612,FHD
495,Lenovo,Ultrabook,12.5,small,1366,768,125,0,1,Intel,Core i5,2.3,8,180,SSD,0,None,Intel,windows,1.3,58555,HD
496,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,8,256,SSD,0,None,Intel,windows,2.2,47893,FHD
497,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.8,8,1024,SSD,0,None,Intel,windows,1.5,93187,FHD
498,Lenovo,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i3,2.4,8,256,SSD,0,None,Intel,windows,1.4,50563,FHD
499,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2.3,48538,FHD
500,Asus,Netbook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.1,4,64,Flash,0,None,Intel,windows,1.2,18115,HD
501,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,AMD,windows,1.9,32980,HD
502,Lenovo,2 in 1 Convertible,13.9,medium,1920,1080,158,1,1,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,1.4,85195,FHD
503,Lenovo,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.1,4,500,HDD,0,None,Intel,windows,2.1,15931,HD
504,Lenovo,Netbook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.6,4,16,SSD,0,None,Intel,other,1.3,14119,HD
505,Lenovo,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.4,50563,FHD
506,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,1024,HDD,Intel,windows,2,65215,FHD
507,Acer,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,1.6,4,1024,HDD,0,None,Nvidia,windows,2.2,32661,FHD
508,HP,Ultrabook,13.3,small,1920,1080,166,0,1,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.3,70489,FHD
509,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,256,SSD,1024,HDD,Nvidia,no os,2.4,61219,FHD
510,Dell,Ultrabook,13.3,small,1920,1080,166,1,1,Intel,Core i5,2.5,8,128,SSD,0,None,Intel,windows,1.3,47899,FHD
511,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,4,500,HDD,0,None,Nvidia,windows,2.2,34046,FHD
512,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,windows,2.2,44542,FHD
513,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,16,256,SSD,2048,HDD,AMD,windows,2.2,64961,FHD
514,Xiaomi,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,1.8,16,256,SSD,0,None,Nvidia,no os,2,74589,FHD
515,Asus,Netbook,11.6,small,1366,768,135,0,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.1,13054,HD
516,HP,Notebook,15.6,medium,1366,768,100,1,0,Intel,Core i5,1.6,4,1024,HDD,0,None,Intel,windows,2,27784,HD
517,Asus,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,24,512,SSD,0,None,Nvidia,windows,2.2,158135,FHD
518,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2,47366,FHD
519,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,3,80133,FHD
520,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,256,SSD,1024,HDD,Nvidia,windows,3.2,74539,FHD
521,HP,Ultrabook,13.3,small,1920,1080,166,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.3,74539,FHD
522,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.6,8,256,SSD,0,None,Intel,windows,1.6,68184,FHD
523,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,128,SSD,0,None,Intel,windows,1.6,36710,HD
524,Dell,Notebook,17.3,large,1920,1080,127,0,1,Intel,Core i5,1.6,8,128,SSD,1024,HDD,AMD,linux,2.8,47366,FHD
525,Lenovo,Notebook,24,large,1920,1080,92,0,0,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,2,71395,FHD
526,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,4,1024,HDD,0,None,Nvidia,windows,2.2,42571,FHD
527,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,8,2048,HDD,0,None,Nvidia,no os,2.2,24456,HD
528,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,AMD,windows,2.3,31169,FHD
529,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.8,8,256,SSD,0,None,Intel,windows,1.9,73367,FHD
530,Dell,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,16,128,SSD,1024,HDD,Nvidia,windows,4.4,160520,FHD
531,Toshiba,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,500,HDD,0,None,Intel,windows,2,45821,FHD
532,Asus,Notebook,15.6,medium,3840,2160,282,0,1,Intel,Core i7,2.7,8,256,SSD,1024,HDD,Nvidia,windows,2,69211,UHD
533,Mediacom,Notebook,13.3,small,1920,1080,166,0,1,Intel,Celeron Quad,1.1,4,32,SSD,0,None,Intel,windows,1.2,19660,FHD
534,Asus,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,128,SSD,1024,HDD,Nvidia,windows,2.3,87859,FHD
535,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,1.9,72940,FHD
536,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,8,256,SSD,0,None,AMD,windows,2.2,42486,FHD
537,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Pentium Quad,1.6,4,256,SSD,0,None,Intel,windows,1.9,21258,FHD
538,HP,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,12,1024,HDD,0,None,Nvidia,windows,2.6,95851,FHD
539,Lenovo,Notebook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Nvidia,windows,1.9,45768,FHD
540,Dell,Ultrabook,13.3,small,3200,1800,276,1,0,Intel,Core i7,1.8,8,256,SSD,0,None,Intel,windows,1.2,74539,UHD
541,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i3,2,4,128,SSD,0,None,Intel,windows,1.6,39207,FHD
542,HP,Ultrabook,13.3,small,3200,1800,276,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.3,61006,UHD
543,Acer,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,linux,2.4,42517,FHD
544,Asus,Notebook,15.6,medium,1366,768,100,0,0,AMD,E-Series 7110,1.8,4,500,HDD,0,None,AMD,windows,2,18595,HD
545,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2.4,4,128,SSD,0,None,Intel,windows,2.1,37589,FHD
546,Lenovo,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,4,500,HDD,0,None,Intel,windows,1.9,41825,FHD
547,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.3,4,1024,HDD,0,None,Intel,no os,2.2,24634,FHD
548,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,windows,1.9,21152,FHD
549,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,2,92121,FHD
550,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,128,SSD,0,None,Intel,windows,2.2,26587,FHD
551,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.9,59513,FHD
552,Dell,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,4.4,143803,FHD
553,HP,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i3,2,8,1024,HDD,0,None,Intel,windows,2.7,28992,FHD
554,HP,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,Nvidia,windows,2.6,68198,FHD
555,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.1,4,500,HDD,0,None,Intel,linux,2,11935,HD
556,Mediacom,Notebook,13.3,small,1920,1080,166,0,1,Intel,Atom x5-Z8350,1.4,4,32,Flash,0,None,Intel,windows,1.4,13586,FHD
557,Lenovo,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i7,2.7,6,128,SSD,1024,HDD,Nvidia,windows,2.8,50563,FHD
558,HP,Notebook,15.6,medium,1920,1080,141,0,1,AMD,A10-Series A10-9620P,2.5,6,128,SSD,0,None,AMD,windows,1.9,30311,FHD
559,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,windows,2.2,32922,HD
560,Acer,2 in 1 Convertible,11.6,small,1920,1080,190,1,1,Intel,Celeron Dual,2,4,32,Flash,0,None,Intel,windows,1.3,18595,FHD
561,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2.7,4,128,SSD,0,None,Intel,windows,2.1,33566,FHD
562,HP,Ultrabook,13.3,small,3200,1800,276,1,1,Intel,Core M,1.2,16,512,SSD,0,None,Intel,windows,1.2,104695,UHD
563,Lenovo,Notebook,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,3.4,159787,FHD
564,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,128,SSD,1024,HDD,Nvidia,windows,2.5,44702,FHD
565,Dell,Ultrabook,13.3,small,3840,2160,331,1,1,Intel,Core i5,1.6,8,128,SSD,0,None,Intel,windows,1.2,85195,UHD
566,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.6,4,500,HDD,0,None,Intel,windows,1.9,51096,HD
568,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Pentium Quad,1.1,4,500,HDD,0,None,Intel,windows,2.2,18328,FHD
